Model,Fold,Epoch,Loss,Accuracy,Val_Loss,Val_Accuracy
ResNet50Model,5,33,0.2020666599273681,0.9314481616020204,0.2294679135084152,0.9243986010551452
ResNet50Model,5,34,0.2014176547527313,0.9280205368995668,0.276845246553421,0.907216489315033
ResNet50Model,5,35,0.2589187622070312,0.9005998373031616,0.2216472774744033,0.9209622144699096
ResNet50Model,5,36,0.1999520361423492,0.9263067841529846,0.2369193583726883,0.9278350472450256
ResNet50Model,5,37,0.2250401526689529,0.9194515943527222,0.3460817635059356,0.876288652420044
ResNet50Model,5,38,0.304182231426239,0.8851756453514099,0.2260873317718505,0.931271493434906
ResNet50Model,5,39,0.1893402934074401,0.934018850326538,0.2075227349996566,0.9278350472450256
ResNet50Model,5,40,0.2061206847429275,0.9280205368995668,0.2522266805171966,0.9278350472450256
ResNet50Model,5,41,0.1767491102218628,0.9374464154243468,0.21393384039402,0.9175257682800292
ResNet50Model,5,42,0.2074143588542938,0.9177377820014954,0.4579876363277435,0.8453608155250549
ResNet50Model,5,43,0.204709991812706,0.9263067841529846,0.1819344460964203,0.9484536051750184
ResNet50Model,5,44,0.1907453536987304,0.921165406703949,0.3219418227672577,0.8900343775749207
ResNet50Model,5,45,0.1667004078626632,0.9408740401268004,0.2361292392015457,0.9175257682800292
ResNet50Model,5,46,0.1735538691282272,0.9400171637535096,0.368546724319458,0.8659793734550476
ResNet50Model,5,47,0.1679683625698089,0.9468722939491272,0.2298029959201812,0.938144326210022
ResNet50Model,5,48,0.224070519208908,0.9185946583747864,0.4551768004894256,0.8350515365600586
ResNet50Model,5,49,0.1636709123849868,0.9400171637535096,0.2293110489845276,0.9209622144699096
ResNet50Model,5,50,0.1921206563711166,0.9305912852287292,0.2583027780056,0.907216489315033
ResNet50Model,5,51,0.1999656856060028,0.9203084707260132,0.2119436264038086,0.9278350472450256
ResNet50Model,5,52,0.2063991278409958,0.9271636605262756,0.1764794290065765,0.9415807723999025
ResNet50Model,5,53,0.1991534382104873,0.9254498481750488,0.3561172187328338,0.8728522062301636
ResNet50Model,5,54,0.1881621927022934,0.9348757266998292,0.1815947890281677,0.931271493434906
ResNet50Model,5,55,0.2343267053365707,0.9134532809257508,0.3321016728878021,0.8831614851951599
ResNet50Model,5,56,0.1609182357788086,0.9460154175758362,0.2275730967521667,0.9347078800201416
ResNet50Model,5,57,0.16397525370121,0.9391602277755736,0.1576983332633972,0.9518900513648988
ResNet50Model,5,58,0.1385674327611923,0.9528706073760986,0.3236428201198578,0.8797250986099243
ResNet50Model,5,59,0.1349565684795379,0.9537274837493896,0.2732821404933929,0.8969072103500366
ResNet50Model,5,60,0.1941351741552353,0.9323050379753112,0.3185357451438904,0.8797250986099243
ResNet50Model,5,61,0.1831200271844864,0.934018850326538,0.2336679250001907,0.907216489315033
ResNet50Model,5,62,0.3135078251361847,0.8791773915290833,0.2358614206314087,0.9347078800201416
ResNet50Model,5,63,0.2142316997051239,0.9203084707260132,0.328619509935379,0.8728522062301636
ResNet50Model,5,64,0.1240586787462234,0.9580119848251344,0.1909402161836624,0.9484536051750184
ResNet50Model,5,65,0.1378455013036728,0.9502999186515808,0.6559467911720276,0.769759476184845
ResNet50Model,5,66,0.1666468828916549,0.9408740401268004,0.2078319489955902,0.9243986010551452
ResNet50Model,5,67,0.1416310667991638,0.948586106300354,0.3664304912090301,0.869415819644928
ResNet50Model,5,68,0.1396604925394058,0.9511567950248718,0.1826798021793365,0.9243986010551452
ResNet50Model,5,69,0.135568305850029,0.9554412961006165,0.2554651796817779,0.8969072103500366
ResNet50Model,5,70,0.1825425773859024,0.9297343492507936,0.2372743040323257,0.9209622144699096
ResNet50Model,5,71,0.1722877919673919,0.9443016052246094,0.3692539632320404,0.876288652420044
ResNet50Model,5,72,0.1775672435760498,0.9348757266998292,0.2426384538412094,0.900343656539917
